task,dataset,boot_iter,algorithm,scoring,n_leaves,max_leaves,regularization,train_score,test_score,train_wall_time,test_wall_time,train_cpu_time,test_cpu_time,tunning_wall_time,tunning_cpu_time
classification,heart,0,CCP,AUC,4,4,0.03377825877825879,0.8988750000000001,0.75275,0.0003993511199951172,0.00010919570922851562,0.0003997100000106002,0.00010978999998201289,0.009620189666748047,0.009620263000016394
classification,heart,0,HS (CART),AUC,3,4,50.0,0.8607500000000001,0.74875,0.00011491775512695312,0.00010776519775390625,0.00011521999999786203,0.00010826999999835607,0.014080047607421875,0.014080033999988473
classification,heart,0,HS (CART-CCP),AUC,4,4,0.1,0.8988750000000001,0.75275,0.0001404285430908203,0.00011444091796875,0.00014090000001942826,0.00011534000000779088,0.11635780334472656,0.11650384099999656
classification,heart,0,DT,AUC,7,8,None,0.9285000000000001,0.7632500000000001,0.00038814544677734375,0.00013113021850585938,0.0003878200000144716,0.0001313500000037493,,
classification,heart,0,CCP,AUC,8,8,0.010396361273554259,0.9327500000000001,0.7632500000000001,0.000438690185546875,0.0001633167266845703,0.0004389300000013918,0.00016393999999309017,0.009643077850341797,0.009642971999994643
classification,heart,0,HS (CART),AUC,7,8,50.0,0.9276250000000001,0.76125,0.00017142295837402344,0.00011301040649414062,0.0001718299999993178,0.00011361999997916428,0.01590585708618164,0.01590610400000969
classification,heart,0,HS (CART-CCP),AUC,8,8,0.1,0.9327500000000001,0.7632500000000001,0.00018668174743652344,0.00011610984802246094,0.00018710999998461375,0.00011698000000137654,0.11437582969665527,0.11437715100001355
classification,heart,0,DT,AUC,11,12,None,0.956375,0.7392500000000001,0.000385284423828125,0.000125885009765625,0.00038485999999693377,0.00012616000000775784,,
classification,heart,0,CCP,AUC,12,12,0.008818342151675488,0.960125,0.72075,0.0004131793975830078,0.00011205673217773438,0.0004136400000049889,0.00011255999999093547,0.009741067886352539,0.009741173000008985
classification,heart,0,HS (CART),AUC,11,12,50.0,0.9407500000000001,0.75675,0.0003764629364013672,0.0001723766326904297,0.0003768199999854005,0.00017298000000209868,0.017606258392333984,0.01760597399999142
classification,heart,0,HS (CART-CCP),AUC,12,12,0.1,0.9601250000000001,0.7217500000000001,0.0002353191375732422,0.00011801719665527344,0.000235550000013518,0.00011872999999695821,0.12039399147033691,0.12038474299998825
classification,heart,0,DT,AUC,14,15,None,0.9644999999999999,0.7145,0.0004096031188964844,0.0001251697540283203,0.0004093400000044767,0.00012558999998191211,,
classification,heart,0,CCP,AUC,15,15,0.007407407407407407,0.9665625,0.709,0.00039839744567871094,0.0001125335693359375,0.0003987300000005689,0.00011298999999098669,0.009809255599975586,0.00980870300000447
